11.0435 	WARNING 	User requested fullscreen with size [1440  900], but screen is actually [2800, 900]. Using actual size
16.1973 	EXP 	instr_text: autoDraw = False
16.1973 	EXP 	unnamed PatchStim: tex = None
17.2033 	EXP 	text_4: text = '1'
17.2033 	EXP 	text_4: text = u'1'
18.2131 	EXP 	text_4: text = '2'
18.2131 	EXP 	text_4: text = u'2'
19.2024 	EXP 	text_4: text = '3'
19.2024 	EXP 	text_4: text = u'3'
20.2038 	EXP 	text_4: text = '4'
20.2038 	EXP 	text_4: text = u'4'
21.2122 	EXP 	text_4: text = '5'
21.2122 	EXP 	text_4: text = u'5'
22.2128 	EXP 	text_4: text = '6'
22.2128 	EXP 	text_4: text = u'6'
23.2123 	EXP 	text_4: text = '5'
23.2123 	EXP 	text_4: text = u'5'
24.2127 	EXP 	text_4: text = '4'
24.2127 	EXP 	text_4: text = u'4'
25.2027 	EXP 	text_4: text = '3'
25.2027 	EXP 	text_4: text = u'3'
26.1859 	EXP 	Sound  started
26.2084 	EXP 	text_4: text = '2'
26.2084 	EXP 	text_4: text = u'2'
27.2104 	EXP 	text_4: text = '1'
27.2104 	EXP 	text_4: text = u'1'
27.3878 	EXP 	Sound  started
28.2117 	EXP 	text_4: text = '0'
28.2117 	EXP 	text_4: text = u'0'
28.5900 	EXP 	Sound  started
29.2126 	EXP 	text_4: text = '9'
29.2126 	EXP 	text_4: text = u'9'
29.7916 	EXP 	Sound  started
30.2127 	EXP 	text_4: text = '8'
30.2127 	EXP 	text_4: text = u'8'
30.9933 	EXP 	Sound  started
31.2126 	EXP 	text_4: text = '7'
31.2126 	EXP 	text_4: text = u'7'
32.1948 	EXP 	Sound  started
32.2112 	EXP 	text_4: text = '8'
32.2112 	EXP 	text_4: text = u'8'
33.2114 	EXP 	text_4: text = '9'
33.2114 	EXP 	text_4: text = u'9'
33.3960 	EXP 	Sound  started
34.3135 	EXP 	text_4: text = '0'
34.3135 	EXP 	text_4: text = u'0'
34.5977 	EXP 	Sound  started
35.2855 	EXP 	text_4: text = '1'
35.2855 	EXP 	text_4: text = u'1'
35.7996 	EXP 	Sound  started
36.2330 	EXP 	text_4: text = '2'
36.2330 	EXP 	text_4: text = u'2'
37.3203 	EXP 	text_4: text = '3'
37.3203 	EXP 	text_4: text = u'3'
38.2947 	EXP 	text_4: text = '4'
38.2947 	EXP 	text_4: text = u'4'
39.2340 	EXP 	text_4: text = '5'
39.2340 	EXP 	text_4: text = u'5'
40.3268 	EXP 	text_4: text = '4'
40.3268 	EXP 	text_4: text = u'4'
41.2995 	EXP 	text_4: text = '3'
41.2995 	EXP 	text_4: text = u'3'
42.2414 	EXP 	text_4: text = '2'
42.2414 	EXP 	text_4: text = u'2'
43.3326 	EXP 	text_4: text = '1'
43.3326 	EXP 	text_4: text = u'1'
